0,3.62708e+00,1.47463e+01,1.45585e+01,1.47756e+01,1.44806e+01,1.48151e+01
200,4.31436e+02,1.43340e+01,1.41640e+01,1.43375e+01,1.41223e+01,1.43847e+01
400,4.58792e+02,1.40496e+01,1.39152e+01,1.40615e+01,1.39205e+01,1.40915e+01
600,4.86438e+02,1.38480e+01,1.37561e+01,1.38868e+01,1.37731e+01,1.39140e+01
800,5.13771e+02,1.37100e+01,1.36523e+01,1.37650e+01,1.37114e+01,1.38147e+01
1000,5.40997e+02,1.36133e+01,1.35768e+01,1.36791e+01,1.36740e+01,1.37337e+01
1200,5.68461e+02,1.35439e+01,1.35296e+01,1.36314e+01,1.36476e+01,1.36696e+01
1400,5.95822e+02,1.34924e+01,1.34943e+01,1.35923e+01,1.36252e+01,1.36226e+01
1600,6.23230e+02,1.34533e+01,1.34644e+01,1.35771e+01,1.36119e+01,1.35865e+01
1800,6.50612e+02,1.34257e+01,1.34391e+01,1.35658e+01,1.35983e+01,1.35553e+01
2000,6.78006e+02,1.33998e+01,1.34221e+01,1.35557e+01,1.35930e+01,1.35287e+01
2200,7.05379e+02,1.33841e+01,1.34078e+01,1.35453e+01,1.35866e+01,1.35084e+01
2400,7.32652e+02,1.33713e+01,1.33928e+01,1.35338e+01,1.35798e+01,1.34817e+01
2600,7.60056e+02,1.33621e+01,1.33930e+01,1.35234e+01,1.35738e+01,1.34659e+01
2800,7.87518e+02,1.33576e+01,1.33888e+01,1.35134e+01,1.35675e+01,1.34526e+01
3000,8.14972e+02,1.33458e+01,1.33774e+01,1.35043e+01,1.35621e+01,1.34435e+01
3200,8.42301e+02,1.33393e+01,1.33746e+01,1.34957e+01,1.35575e+01,1.34348e+01
3400,8.69656e+02,1.33323e+01,1.33722e+01,1.34873e+01,1.35527e+01,1.34263e+01
3600,8.97004e+02,1.33271e+01,1.33693e+01,1.34785e+01,1.35476e+01,1.34181e+01
3800,9.24297e+02,1.33216e+01,1.33737e+01,1.34698e+01,1.35425e+01,1.34101e+01
4000,9.51606e+02,1.33221e+01,1.33729e+01,1.34630e+01,1.35373e+01,1.34023e+01
4200,9.78822e+02,1.33159e+01,1.33713e+01,1.34562e+01,1.35320e+01,1.33948e+01
4400,1.00621e+03,1.33104e+01,1.33696e+01,1.34497e+01,1.35273e+01,1.33875e+01
4600,1.03353e+03,1.33069e+01,1.33679e+01,1.34429e+01,1.35245e+01,1.33804e+01
4800,1.06084e+03,1.33037e+01,1.33651e+01,1.34372e+01,1.35216e+01,1.33736e+01
5000,1.08814e+03,1.33008e+01,1.33638e+01,1.34335e+01,1.35180e+01,1.33670e+01
5200,1.11544e+03,1.33005e+01,1.33638e+01,1.34333e+01,1.35176e+01,1.33663e+01
5400,1.14275e+03,1.33002e+01,1.33634e+01,1.34333e+01,1.35171e+01,1.33656e+01
5600,1.16995e+03,1.32999e+01,1.33634e+01,1.34331e+01,1.35167e+01,1.33648e+01
5800,1.19714e+03,1.32995e+01,1.33623e+01,1.34332e+01,1.35162e+01,1.33639e+01
6000,1.22465e+03,1.32992e+01,1.33630e+01,1.34341e+01,1.35158e+01,1.33630e+01
6200,1.25217e+03,1.32988e+01,1.33616e+01,1.34330e+01,1.35153e+01,1.33620e+01
6400,1.27947e+03,1.32983e+01,1.33615e+01,1.34329e+01,1.35140e+01,1.33609e+01
6600,1.30676e+03,1.32979e+01,1.33620e+01,1.34327e+01,1.35130e+01,1.33598e+01
6800,1.33406e+03,1.32974e+01,1.33620e+01,1.34326e+01,1.35130e+01,1.33586e+01
7000,1.36145e+03,1.32968e+01,1.33619e+01,1.34324e+01,1.35124e+01,1.33573e+01
7200,1.38877e+03,1.32963e+01,1.33615e+01,1.34323e+01,1.35117e+01,1.33559e+01
7400,1.41617e+03,1.32957e+01,1.33614e+01,1.34321e+01,1.35112e+01,1.33545e+01
7600,1.44350e+03,1.32951e+01,1.33615e+01,1.34320e+01,1.35105e+01,1.33530e+01
7800,1.47101e+03,1.32945e+01,1.33612e+01,1.34320e+01,1.35096e+01,1.33514e+01
8000,1.49828e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33497e+01
8200,1.52559e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33497e+01
8400,1.55282e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33497e+01
8600,1.58001e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33497e+01
8800,1.60732e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33497e+01
9000,1.63463e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33496e+01
9200,1.66192e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35086e+01,1.33496e+01
9400,1.68916e+03,1.32938e+01,1.33619e+01,1.34319e+01,1.35085e+01,1.33496e+01
9600,1.71651e+03,1.32937e+01,1.33619e+01,1.34319e+01,1.35085e+01,1.33496e+01
9800,1.74381e+03,1.32937e+01,1.33619e+01,1.34319e+01,1.35085e+01,1.33495e+01
10000,1.77110e+03,1.32937e+01,1.33619e+01,1.34319e+01,1.35085e+01,1.33495e+01
