0,4.77058e+00,1.18846e+03,8.95382e+02,9.17392e+02,9.86809e+02,1.19470e+03
50,4.88500e+02,1.18146e+03,8.91945e+02,9.07242e+02,9.85611e+02,1.18834e+03
100,4.97229e+02,1.17743e+03,8.88634e+02,8.97814e+02,9.87360e+02,1.18501e+03
150,5.06166e+02,1.17505e+03,8.86048e+02,8.97292e+02,9.90592e+02,1.18377e+03
200,5.15166e+02,1.17380e+03,8.82950e+02,8.93432e+02,9.86094e+02,1.17963e+03
250,5.24190e+02,1.17204e+03,8.79212e+02,8.89472e+02,9.82414e+02,1.17417e+03
300,5.33206e+02,1.16975e+03,8.75805e+02,8.85055e+02,9.76104e+02,1.17510e+03
350,5.42320e+02,1.16688e+03,8.71950e+02,8.84934e+02,9.72446e+02,1.17240e+03
400,5.51381e+02,1.16416e+03,8.69591e+02,8.82443e+02,9.71976e+02,1.16905e+03
450,5.60493e+02,1.16382e+03,8.67608e+02,8.79753e+02,9.72039e+02,1.16746e+03
500,5.69620e+02,1.16109e+03,8.64623e+02,8.84232e+02,9.69217e+02,1.16476e+03
550,5.78713e+02,1.15977e+03,8.63130e+02,8.75108e+02,9.69234e+02,1.16099e+03
600,5.87801e+02,1.15942e+03,8.61306e+02,8.80968e+02,9.71746e+02,1.15900e+03
650,5.96915e+02,1.15792e+03,8.58919e+02,8.77897e+02,9.68979e+02,1.15763e+03
700,6.06061e+02,1.15806e+03,8.57482e+02,8.79481e+02,9.69329e+02,1.15569e+03
750,6.15194e+02,1.15646e+03,8.55430e+02,8.83047e+02,9.67942e+02,1.15495e+03
800,6.24354e+02,1.15685e+03,8.53995e+02,8.81371e+02,9.66773e+02,1.15166e+03
850,6.33468e+02,1.15628e+03,8.53163e+02,8.77994e+02,9.67576e+02,1.15133e+03
900,6.42606e+02,1.15627e+03,8.52349e+02,8.77005e+02,9.67167e+02,1.15173e+03
950,6.51711e+02,1.15542e+03,8.51075e+02,8.73619e+02,9.67809e+02,1.15023e+03
1000,6.60890e+02,1.15352e+03,8.50189e+02,8.71984e+02,9.66497e+02,1.14691e+03
1050,6.70036e+02,1.15410e+03,8.48550e+02,8.70522e+02,9.65832e+02,1.14755e+03
1100,6.79212e+02,1.15297e+03,8.47127e+02,8.71241e+02,9.65444e+02,1.14797e+03
1150,6.88391e+02,1.15305e+03,8.45614e+02,8.72217e+02,9.64053e+02,1.14778e+03
1200,6.97557e+02,1.15130e+03,8.44575e+02,8.67278e+02,9.64474e+02,1.14762e+03
1250,7.06724e+02,1.15094e+03,8.44012e+02,8.72092e+02,9.64727e+02,1.14707e+03
1300,7.15908e+02,1.15048e+03,8.43320e+02,8.71030e+02,9.64817e+02,1.14521e+03
1350,7.25119e+02,1.14913e+03,8.42692e+02,8.67969e+02,9.63626e+02,1.14310e+03
1400,7.34297e+02,1.15107e+03,8.42081e+02,8.64870e+02,9.61844e+02,1.14364e+03
1450,7.43501e+02,1.14967e+03,8.41131e+02,8.64868e+02,9.60668e+02,1.14200e+03
1500,7.52694e+02,1.14986e+03,8.40395e+02,8.65360e+02,9.61875e+02,1.14197e+03
1550,7.61902e+02,1.15178e+03,8.39649e+02,8.62680e+02,9.62413e+02,1.14258e+03
1600,7.71060e+02,1.15230e+03,8.39137e+02,8.62853e+02,9.63206e+02,1.14321e+03
1650,7.80274e+02,1.14923e+03,8.38595e+02,8.65301e+02,9.61388e+02,1.14258e+03
1700,7.89479e+02,1.14913e+03,8.37983e+02,8.66408e+02,9.61288e+02,1.14240e+03
1750,7.98695e+02,1.14902e+03,8.37785e+02,8.63731e+02,9.60843e+02,1.14035e+03
1800,8.07873e+02,1.14993e+03,8.37048e+02,8.61828e+02,9.61170e+02,1.13901e+03
1850,8.17067e+02,1.14982e+03,8.36205e+02,8.62102e+02,9.62595e+02,1.13915e+03
1900,8.26251e+02,1.14960e+03,8.36098e+02,8.60494e+02,9.62257e+02,1.13895e+03
1950,8.35439e+02,1.14942e+03,8.35666e+02,8.59494e+02,9.62567e+02,1.13899e+03
2000,8.44686e+02,1.15125e+03,8.34939e+02,8.61537e+02,9.62902e+02,1.13868e+03
2050,8.53842e+02,1.15147e+03,8.34715e+02,8.59066e+02,9.62680e+02,1.13825e+03
2100,8.63037e+02,1.15011e+03,8.34366e+02,8.60103e+02,9.61676e+02,1.13896e+03
