0,4.59904e+00,3.95138e+02,3.02845e+02,2.97294e+02,3.24159e+02,4.03705e+02
50,4.86063e+02,3.93597e+02,3.01655e+02,2.94987e+02,3.25687e+02,4.01801e+02
100,4.94618e+02,3.92476e+02,3.00336e+02,2.92935e+02,3.25939e+02,4.00689e+02
150,5.03498e+02,3.91700e+02,2.99275e+02,2.92279e+02,3.27081e+02,4.00795e+02
200,5.12604e+02,3.91598e+02,2.98363e+02,2.90760e+02,3.25590e+02,3.99340e+02
250,5.22132e+02,3.91313e+02,2.97241e+02,2.89171e+02,3.24571e+02,3.97461e+02
300,5.31495e+02,3.90662e+02,2.95954e+02,2.86993e+02,3.22456e+02,3.97954e+02
350,5.40813e+02,3.90275e+02,2.94472e+02,2.86835e+02,3.20316e+02,3.97129e+02
400,5.50171e+02,3.89066e+02,2.93618e+02,2.85902e+02,3.20220e+02,3.96013e+02
450,5.59516e+02,3.88855e+02,2.92734e+02,2.84536e+02,3.20219e+02,3.95338e+02
500,5.68863e+02,3.87963e+02,2.91725e+02,2.86914e+02,3.18972e+02,3.94425e+02
550,5.78228e+02,3.87231e+02,2.91237e+02,2.83955e+02,3.18924e+02,3.93303e+02
600,5.87623e+02,3.87462e+02,2.90591e+02,2.85088e+02,3.19921e+02,3.92427e+02
650,5.96994e+02,3.87232e+02,2.89907e+02,2.84020e+02,3.18934e+02,3.91800e+02
700,6.06367e+02,3.87446e+02,2.89404e+02,2.85582e+02,3.18751e+02,3.91103e+02
750,6.15719e+02,3.86989e+02,2.88818e+02,2.86598e+02,3.18344e+02,3.90857e+02
800,6.25121e+02,3.87135e+02,2.88291e+02,2.86348e+02,3.18064e+02,3.90019e+02
850,6.34468e+02,3.87162e+02,2.88037e+02,2.85612e+02,3.18040e+02,3.89742e+02
900,6.43840e+02,3.87229e+02,2.87719e+02,2.84970e+02,3.18019e+02,3.89725e+02
950,6.53181e+02,3.87443e+02,2.87300e+02,2.83674e+02,3.18368e+02,3.89180e+02
1000,6.62490e+02,3.86945e+02,2.87012e+02,2.82837e+02,3.17482e+02,3.88282e+02
1050,6.71796e+02,3.87246e+02,2.86427e+02,2.81911e+02,3.17077e+02,3.88434e+02
1100,6.81194e+02,3.87049e+02,2.86021e+02,2.82057e+02,3.17177e+02,3.88377e+02
1150,6.90632e+02,3.86950e+02,2.85544e+02,2.82538e+02,3.17123e+02,3.88247e+02
1200,7.00060e+02,3.86091e+02,2.85247e+02,2.80532e+02,3.17384e+02,3.88169e+02
1250,7.09501e+02,3.86080e+02,2.85087e+02,2.82122e+02,3.17181e+02,3.88151e+02
1300,7.18873e+02,3.86033e+02,2.84829e+02,2.81731e+02,3.17226e+02,3.87594e+02
1350,7.28236e+02,3.85758e+02,2.84633e+02,2.80764e+02,3.16947e+02,3.86928e+02
1400,7.37610e+02,3.86722e+02,2.84393e+02,2.79452e+02,3.16359e+02,3.87001e+02
1450,7.47024e+02,3.86311e+02,2.84110e+02,2.79273e+02,3.15937e+02,3.86760e+02
1500,7.56440e+02,3.86259e+02,2.83879e+02,2.79292e+02,3.16512e+02,3.86711e+02
1550,7.65856e+02,3.87028e+02,2.83602e+02,2.78392e+02,3.16568e+02,3.86778e+02
1600,7.75230e+02,3.87126e+02,2.83426e+02,2.78406e+02,3.16656e+02,3.86662e+02
1650,7.84612e+02,3.86392e+02,2.83230e+02,2.79216e+02,3.16237e+02,3.86473e+02
1700,7.94002e+02,3.86485e+02,2.82989e+02,2.79453e+02,3.16215e+02,3.86410e+02
1750,8.03389e+02,3.86773e+02,2.82949e+02,2.78518e+02,3.16141e+02,3.85853e+02
1800,8.12939e+02,3.87096e+02,2.82667e+02,2.77652e+02,3.16027e+02,3.85681e+02
1850,8.22390e+02,3.86693e+02,2.82426e+02,2.77516e+02,3.16303e+02,3.85659e+02
1900,8.31795e+02,3.86859e+02,2.82444e+02,2.76911e+02,3.16056e+02,3.85651e+02
1950,8.41164e+02,3.86825e+02,2.82316e+02,2.76735e+02,3.16240e+02,3.85578e+02
2000,8.50798e+02,3.87437e+02,2.82073e+02,2.77482e+02,3.16389e+02,3.85396e+02
2050,8.60340e+02,3.87549e+02,2.82030e+02,2.76570e+02,3.16359e+02,3.85070e+02
2100,8.69846e+02,3.87019e+02,2.81915e+02,2.76898e+02,3.16234e+02,3.85094e+02
2150,8.79260e+02,3.87322e+02,2.81759e+02,2.76788e+02,3.16027e+02,3.85165e+02
2200,8.88695e+02,3.87327e+02,2.81737e+02,2.76642e+02,3.16005e+02,3.85025e+02
2250,8.98111e+02,3.87669e+02,2.81718e+02,2.76970e+02,3.15863e+02,3.84968e+02
2300,9.07570e+02,3.87439e+02,2.81628e+02,2.77200e+02,3.15830e+02,3.84980e+02
2350,9.16992e+02,3.87568e+02,2.81483e+02,2.76550e+02,3.15876e+02,3.85010e+02
2400,9.26390e+02,3.87401e+02,2.81414e+02,2.77180e+02,3.15660e+02,3.84766e+02
2450,9.35807e+02,3.87628e+02,2.81246e+02,2.77710e+02,3.16044e+02,3.84938e+02
2500,9.45329e+02,3.87633e+02,2.81141e+02,2.77698e+02,3.16040e+02,3.84822e+02
