0,3.63327e+00,8.32887e+02,8.47249e+02,1.13131e+03,6.85706e+02,9.81545e+02
200,4.44765e+02,8.22082e+02,8.22364e+02,1.09514e+03,6.52814e+02,9.67440e+02
400,4.72296e+02,8.14242e+02,8.05698e+02,1.08443e+03,6.35823e+02,9.54893e+02
600,4.99752e+02,8.10279e+02,7.94718e+02,1.08067e+03,6.26114e+02,9.43736e+02
800,5.27224e+02,8.08263e+02,7.86301e+02,1.07273e+03,6.21831e+02,9.32826e+02
1000,5.54683e+02,8.05231e+02,7.81224e+02,1.06683e+03,6.15716e+02,9.21981e+02
1200,5.82196e+02,8.02938e+02,7.76531e+02,1.06638e+03,6.12633e+02,9.16122e+02
1400,6.09609e+02,8.03229e+02,7.73835e+02,1.06245e+03,6.09549e+02,9.09841e+02
1600,6.37050e+02,8.03470e+02,7.71064e+02,1.05834e+03,6.06989e+02,9.06234e+02
1800,6.64444e+02,8.02675e+02,7.69572e+02,1.05653e+03,6.05292e+02,9.02867e+02
2000,6.91704e+02,8.03339e+02,7.68187e+02,1.05441e+03,6.05362e+02,8.99976e+02
2200,7.19109e+02,8.02521e+02,7.67200e+02,1.05256e+03,6.04849e+02,8.97676e+02
2400,7.46683e+02,8.02348e+02,7.66351e+02,1.05092e+03,6.02872e+02,8.95063e+02
2600,7.74108e+02,8.00837e+02,7.67095e+02,1.04885e+03,6.02473e+02,8.93837e+02
2800,8.01533e+02,8.00783e+02,7.65684e+02,1.04878e+03,6.02938e+02,8.92530e+02
3000,8.57381e+02,8.01215e+02,7.65131e+02,1.04747e+03,6.01629e+02,8.91333e+02
3200,9.07680e+02,8.02985e+02,7.63916e+02,1.04601e+03,6.01582e+02,8.89717e+02
3400,9.63988e+02,8.02300e+02,7.64189e+02,1.04562e+03,6.01591e+02,8.89698e+02
3600,1.00658e+03,8.01549e+02,7.63783e+02,1.04514e+03,6.01371e+02,8.89100e+02
3800,1.09281e+03,8.02115e+02,7.63555e+02,1.04508e+03,6.01957e+02,8.87952e+02
4000,1.12945e+03,8.02193e+02,7.63532e+02,1.04497e+03,6.01145e+02,8.87718e+02
4200,1.15850e+03,8.02178e+02,7.63343e+02,1.04490e+03,6.02136e+02,8.87099e+02
4400,1.20224e+03,8.02342e+02,7.62683e+02,1.04501e+03,6.01284e+02,8.86621e+02
4600,1.26780e+03,8.01310e+02,7.63142e+02,1.04462e+03,6.01568e+02,8.86046e+02
4800,2.18357e+03,8.02047e+02,7.62474e+02,1.04419e+03,6.01203e+02,8.85272e+02
5000,4.29011e+03,8.02211e+02,7.63057e+02,1.04439e+03,6.01333e+02,8.84840e+02
5200,4.39133e+03,8.02087e+02,7.62920e+02,1.04439e+03,6.01423e+02,8.84831e+02
5400,4.46059e+03,8.01984e+02,7.62881e+02,1.04437e+03,6.01327e+02,8.84756e+02
5600,4.54701e+03,8.01914e+02,7.62826e+02,1.04439e+03,6.01275e+02,8.84702e+02
5800,4.57275e+03,8.01925e+02,7.62849e+02,1.04431e+03,6.01327e+02,8.84640e+02
6000,4.59909e+03,8.01850e+02,7.62861e+02,1.04431e+03,6.01317e+02,8.84647e+02
6200,4.62507e+03,8.01774e+02,7.62846e+02,1.04432e+03,6.01283e+02,8.84601e+02
6400,4.65094e+03,8.01620e+02,7.62808e+02,1.04429e+03,6.01215e+02,8.84565e+02
6600,4.67681e+03,8.01668e+02,7.62765e+02,1.04424e+03,6.01306e+02,8.84514e+02
6800,4.70276e+03,8.01542e+02,7.62833e+02,1.04425e+03,6.01229e+02,8.84477e+02
7000,4.72871e+03,8.01509e+02,7.62788e+02,1.04431e+03,6.01215e+02,8.84445e+02
7200,4.75466e+03,8.01487e+02,7.62786e+02,1.04440e+03,6.01263e+02,8.84413e+02
7400,4.78055e+03,8.01524e+02,7.62816e+02,1.04450e+03,6.01221e+02,8.84380e+02
7600,4.80656e+03,8.01447e+02,7.62824e+02,1.04455e+03,6.01186e+02,8.84397e+02
7800,4.83257e+03,8.01479e+02,7.62729e+02,1.04450e+03,6.01098e+02,8.84393e+02
8000,4.85846e+03,8.01588e+02,7.62674e+02,1.04441e+03,6.01004e+02,8.84375e+02
8200,4.88449e+03,8.01587e+02,7.62672e+02,1.04440e+03,6.01002e+02,8.84375e+02
8400,4.91050e+03,8.01586e+02,7.62671e+02,1.04440e+03,6.01001e+02,8.84374e+02
8600,4.93659e+03,8.01585e+02,7.62673e+02,1.04440e+03,6.01002e+02,8.84374e+02
8800,4.96262e+03,8.01584e+02,7.62672e+02,1.04440e+03,6.01002e+02,8.84373e+02
9000,4.98851e+03,8.01583e+02,7.62672e+02,1.04440e+03,6.01001e+02,8.84372e+02
9200,5.01440e+03,8.01583e+02,7.62673e+02,1.04440e+03,6.01001e+02,8.84372e+02
9400,5.04058e+03,8.01583e+02,7.62672e+02,1.04440e+03,6.01000e+02,8.84371e+02
9600,5.06658e+03,8.01582e+02,7.62672e+02,1.04440e+03,6.01000e+02,8.84370e+02
9800,5.09259e+03,8.01583e+02,7.62671e+02,1.04440e+03,6.01000e+02,8.84369e+02
10000,5.11849e+03,8.01583e+02,7.62670e+02,1.04440e+03,6.00999e+02,8.84368e+02
